Date,Close_Price,Ticker,Volatility_30d
2023-05-19,173.06,AAPL,4.35
2023-05-22,172.11,AAPL,4.31
2023-05-23,169.5,AAPL,4.06
2023-05-24,169.78,AAPL,3.71
2023-05-25,170.92,AAPL,3.69
2023-05-26,173.33,AAPL,3.72
2023-05-30,175.17,AAPL,3.82
2023-05-31,175.12,AAPL,3.93
2023-06-01,177.93,AAPL,4.22
2023-06-02,178.78,AAPL,4.47
2023-06-05,177.43,AAPL,4.49
2023-06-06,177.06,AAPL,4.46
2023-06-07,175.69,AAPL,4.22
2023-06-08,178.4,AAPL,4.03
2023-06-09,178.79,AAPL,4.09
2023-06-12,181.59,AAPL,4.35
2023-06-13,181.11,AAPL,4.51
2023-06-14,181.74,AAPL,4.6
2023-06-15,183.78,AAPL,4.69
2023-06-16,182.7,AAPL,4.51
2023-06-20,182.79,AAPL,4.69
2023-06-21,181.75,AAPL,4.77
2023-06-22,184.76,AAPL,4.92
2023-06-23,184.44,AAPL,5.07
2023-06-26,183.05,AAPL,5.12
2023-06-27,185.8,AAPL,5.23
2023-06-28,186.98,AAPL,5.32
2023-06-29,187.32,AAPL,5.38
2023-06-30,191.64,AAPL,5.68
2023-07-03,190.15,AAPL,5.89
2023-07-05,189.04,AAPL,5.99
