Date,Close_Price,Ticker,Volatility_30d
2023-07-06,189.51,AAPL,6.01
2023-07-07,188.39,AAPL,5.76
2023-07-10,186.35,AAPL,5.38
2023-07-11,185.82,AAPL,4.99
2023-07-12,187.49,AAPL,4.75
2023-07-13,188.25,AAPL,4.61
2023-07-14,188.4,AAPL,4.41
2023-07-17,191.66,AAPL,4.48
2023-07-18,191.41,AAPL,4.54
2023-07-19,192.76,AAPL,4.54
2023-07-20,190.81,AAPL,4.37
2023-07-21,189.64,AAPL,3.99
2023-07-24,190.44,AAPL,3.78
2023-07-25,191.3,AAPL,3.57
2023-07-26,192.17,AAPL,3.54
2023-07-27,190.9,AAPL,3.39
2023-07-28,193.48,AAPL,3.35
2023-07-31,194.09,AAPL,3.42
2023-08-01,193.26,AAPL,3.35
2023-08-02,190.27,AAPL,3.17
2023-08-03,188.88,AAPL,2.85
2023-08-04,179.81,AAPL,3.24
2023-08-07,176.71,AAPL,3.87
2023-08-08,177.64,AAPL,4.26
2023-08-09,176.05,AAPL,4.82
2023-08-10,175.84,AAPL,5.33
2023-08-11,175.89,AAPL,5.77
2023-08-14,177.55,AAPL,6.0
2023-08-15,175.56,AAPL,6.33
2023-08-16,174.69,AAPL,6.67
2023-08-17,172.15,AAPL,7.11
2023-08-18,172.63,AAPL,7.47
2023-08-21,173.97,AAPL,7.74
2023-08-22,175.34,AAPL,7.92
2023-08-23,179.19,AAPL,7.95
2023-08-24,174.5,AAPL,8.09
2023-08-25,176.71,AAPL,8.13
2023-08-28,178.27,AAPL,8.01
2023-08-29,182.16,AAPL,7.84
2023-08-30,185.65,AAPL,7.63
2023-08-31,185.87,AAPL,7.48
2023-09-01,187.44,AAPL,7.42
2023-09-05,187.68,AAPL,7.33
2023-09-06,180.96,AAPL,7.11
2023-09-07,175.67,AAPL,6.89
2023-09-08,176.28,AAPL,6.67
2023-09-11,177.45,AAPL,6.22
2023-09-12,174.42,AAPL,5.69
2023-09-13,172.35,AAPL,5.18
2023-09-14,173.87,AAPL,4.75
2023-09-15,173.14,AAPL,4.37
2023-09-18,176.07,AAPL,4.35
2023-09-19,177.16,AAPL,4.35
2023-09-20,173.62,AAPL,4.41
2023-09-21,172.08,AAPL,4.5
2023-09-22,172.93,AAPL,4.56
2023-09-25,174.2,AAPL,4.59
2023-09-26,170.13,AAPL,4.75
2023-09-27,168.61,AAPL,4.98
2023-09-28,168.87,AAPL,5.16
2023-09-29,169.39,AAPL,5.26
2023-10-02,171.9,AAPL,5.28
2023-10-03,170.56,AAPL,5.36
2023-10-04,171.81,AAPL,5.42
2023-10-05,173.05,AAPL,5.41
2023-10-06,175.6,AAPL,5.4
2023-10-09,177.08,AAPL,5.41
2023-10-10,176.49,AAPL,5.39
2023-10-11,177.88,AAPL,5.27
2023-10-12,178.78,AAPL,4.96
2023-10-13,176.94,AAPL,4.56
2023-10-16,176.82,AAPL,3.93
2023-10-17,175.26,AAPL,3.09
2023-10-18,173.97,AAPL,2.82
2023-10-19,173.59,AAPL,2.81
2023-10-20,171.04,AAPL,2.82
2023-10-23,171.16,AAPL,2.78
2023-10-24,171.59,AAPL,2.8
2023-10-25,169.28,AAPL,2.9
2023-10-26,165.11,AAPL,3.27
2023-10-27,166.43,AAPL,3.49
2023-10-30,168.47,AAPL,3.53
2023-10-31,168.95,AAPL,3.49
2023-11-01,172.12,AAPL,3.48
2023-11-02,175.68,AAPL,3.53
2023-11-03,174.77,AAPL,3.56
2023-11-06,177.32,AAPL,3.65
2023-11-07,179.88,AAPL,3.85
2023-11-08,180.94,AAPL,4.03
2023-11-09,180.47,AAPL,4.13
2023-11-10,184.66,AAPL,4.5
2023-11-13,183.07,AAPL,4.76
2023-11-14,185.69,AAPL,5.1
2023-11-15,186.25,AAPL,5.45
2023-11-16,187.94,AAPL,5.87
2023-11-17,187.92,AAPL,6.25
2023-11-20,189.66,AAPL,6.69
2023-11-21,188.86,AAPL,7.04
2023-11-22,189.52,AAPL,7.38
2023-11-24,188.19,AAPL,7.62
2023-11-27,188.01,AAPL,7.83
2023-11-28,188.62,AAPL,8.04
2023-11-29,187.6,AAPL,8.17
2023-11-30,188.17,AAPL,8.26
2023-12-01,189.45,AAPL,8.37
2023-12-04,187.66,AAPL,8.29
2023-12-05,191.61,AAPL,8.31
2023-12-06,190.52,AAPL,8.25
2023-12-07,192.45,AAPL,8.09
2023-12-08,193.88,AAPL,7.61
2023-12-11,191.37,AAPL,6.98
2023-12-12,192.89,AAPL,6.43
2023-12-13,196.11,AAPL,5.91
2023-12-14,196.26,AAPL,5.54
2023-12-15,195.72,AAPL,5.3
2023-12-18,194.06,AAPL,4.81
2023-12-19,195.1,AAPL,4.47
2023-12-20,193.01,AAPL,4.17
2023-12-21,192.86,AAPL,3.88
2023-12-22,191.79,AAPL,3.46
2023-12-26,191.24,AAPL,3.29
2023-12-27,191.34,AAPL,2.98
2023-12-28,191.77,AAPL,2.82
2023-12-29,190.73,AAPL,2.68
2024-01-02,183.9,AAPL,2.94
2024-01-03,182.53,AAPL,3.28
2024-01-04,180.21,AAPL,3.8
2024-01-05,179.48,AAPL,4.3
2024-01-08,183.82,AAPL,4.45
2024-01-09,183.41,AAPL,4.6
2024-01-10,184.45,AAPL,4.7
2024-01-11,183.85,AAPL,4.82
2024-01-12,184.18,AAPL,4.9
2024-01-16,181.91,AAPL,5.09
2024-01-17,180.97,AAPL,5.31
2024-01-18,186.87,AAPL,5.32
2024-01-19,189.77,AAPL,5.3
2024-01-22,192.08,AAPL,5.32
2024-01-23,193.35,AAPL,5.34
2024-01-24,192.68,AAPL,5.31
2024-01-25,192.35,AAPL,5.33
2024-01-26,190.62,AAPL,5.29
2024-01-29,189.94,AAPL,5.11
2024-01-30,186.28,AAPL,4.92
2024-01-31,182.67,AAPL,4.82
2024-02-01,185.11,AAPL,4.71
2024-02-02,184.11,AAPL,4.53
2024-02-05,185.92,AAPL,4.4
2024-02-06,187.53,AAPL,4.26
2024-02-07,187.64,AAPL,4.16
2024-02-08,186.56,AAPL,4.07
2024-02-09,187.32,AAPL,3.97
2024-02-12,185.64,AAPL,3.84
2024-02-13,183.54,AAPL,3.77
2024-02-14,182.66,AAPL,3.8
2024-02-15,182.37,AAPL,3.81
2024-02-16,180.83,AAPL,3.78
2024-02-20,180.09,AAPL,3.74
2024-02-21,180.84,AAPL,3.84
2024-02-22,182.88,AAPL,3.85
2024-02-23,181.04,AAPL,3.94
2024-02-26,179.69,AAPL,4.08
2024-02-27,181.15,AAPL,4.15
2024-02-28,179.95,AAPL,4.23
2024-02-29,179.29,AAPL,4.3
2024-03-01,178.21,AAPL,4.48
2024-03-04,173.68,AAPL,4.85
2024-03-05,168.74,AAPL,5.43
2024-03-06,167.75,AAPL,5.87
2024-03-07,167.63,AAPL,6.2
2024-03-08,169.35,AAPL,6.31
2024-03-11,171.35,AAPL,6.3
2024-03-12,171.83,AAPL,6.25
2024-03-13,169.75,AAPL,6.41
2024-03-14,171.6,AAPL,6.54
2024-03-15,171.22,AAPL,6.59
2024-03-18,172.31,AAPL,6.61
2024-03-19,174.66,AAPL,6.48
2024-03-20,177.22,AAPL,6.22
2024-03-21,169.98,AAPL,6.07
2024-03-22,170.89,AAPL,5.89
2024-03-25,169.47,AAPL,5.65
2024-03-26,168.34,AAPL,5.49
2024-03-27,171.91,AAPL,5.3
2024-03-28,170.09,AAPL,5.16
2024-04-01,168.65,AAPL,5.04
2024-04-02,167.47,AAPL,5.01
2024-04-03,168.28,AAPL,4.94
2024-04-04,167.45,AAPL,4.83
2024-04-05,168.21,AAPL,4.49
2024-04-08,167.09,AAPL,4.27
2024-04-09,168.3,AAPL,4.04
2024-04-10,166.42,AAPL,3.69
2024-04-11,173.62,AAPL,3.32
2024-04-12,175.12,AAPL,3.02
2024-04-15,171.29,AAPL,2.66
2024-04-16,168.01,AAPL,2.61
2024-04-17,166.64,AAPL,2.68
2024-04-18,165.69,AAPL,2.77
2024-04-19,163.66,AAPL,2.97
2024-04-22,164.5,AAPL,3.13
2024-04-23,165.55,AAPL,3.2
2024-04-24,167.65,AAPL,3.19
2024-04-25,168.52,AAPL,3.19
2024-04-26,167.93,AAPL,3.17
2024-04-29,172.1,AAPL,3.19
2024-04-30,168.95,AAPL,3.14
2024-05-01,167.93,AAPL,2.97
2024-05-02,171.63,AAPL,2.57
2024-05-03,181.9,AAPL,3.52
2024-05-06,180.24,AAPL,4.06
2024-05-07,180.92,AAPL,4.57
2024-05-08,181.26,AAPL,5.01
2024-05-09,183.08,AAPL,5.53
2024-05-10,181.82,AAPL,5.9
2024-05-13,185.02,AAPL,6.41
2024-05-14,186.17,AAPL,6.89
2024-05-15,188.44,AAPL,7.46
2024-05-16,188.56,AAPL,7.91
2024-05-17,188.59,AAPL,8.3
2024-05-20,189.75,AAPL,8.66
2024-05-21,191.05,AAPL,9.04
2024-05-22,189.61,AAPL,9.21
2024-05-23,185.62,AAPL,9.34
2024-05-24,188.7,AAPL,9.57
2024-05-28,188.71,AAPL,9.72
2024-05-29,189.01,AAPL,9.73
2024-05-30,190.0,AAPL,9.68
2024-05-31,190.95,AAPL,9.54
2024-06-03,192.72,AAPL,9.27
2024-06-04,193.04,AAPL,8.95
2024-06-05,194.55,AAPL,8.65
2024-06-06,193.17,AAPL,8.32
2024-06-07,195.56,AAPL,8.05
2024-06-10,191.82,AAPL,7.47
2024-06-11,205.75,AAPL,7.88
2024-06-12,211.63,AAPL,8.38
2024-06-13,212.79,AAPL,8.63
2024-06-14,211.06,AAPL,8.78
2024-06-17,215.21,AAPL,9.64
2024-06-18,212.84,AAPL,10.08
2024-06-20,208.27,AAPL,10.16
2024-06-21,206.09,AAPL,10.09
2024-06-24,206.74,AAPL,10.05
2024-06-25,207.66,AAPL,9.92
2024-06-26,211.81,AAPL,10.04
2024-06-27,212.66,AAPL,10.17
2024-06-28,209.2,AAPL,10.18
2024-07-01,215.29,AAPL,10.39
2024-07-02,218.78,AAPL,10.7
2024-07-03,220.06,AAPL,11.03
2024-07-05,224.81,AAPL,11.58
2024-07-08,226.28,AAPL,12.03
2024-07-09,227.14,AAPL,12.19
2024-07-10,231.41,AAPL,12.62
2024-07-11,226.03,AAPL,12.57
2024-07-12,228.98,AAPL,12.57
2024-07-15,232.82,AAPL,12.68
2024-07-16,233.24,AAPL,12.7
2024-07-17,227.34,AAPL,12.4
2024-07-18,222.67,AAPL,11.87
2024-07-19,222.8,AAPL,11.32
2024-07-22,222.45,AAPL,10.55
2024-07-23,223.49,AAPL,9.83
2024-07-24,217.07,AAPL,8.55
2024-07-25,216.02,AAPL,8.23
2024-07-26,216.49,AAPL,8.13
2024-07-29,216.77,AAPL,8.06
2024-07-30,217.32,AAPL,7.92
2024-07-31,220.58,AAPL,7.89
2024-08-01,216.89,AAPL,7.81
2024-08-02,218.38,AAPL,7.51
2024-08-05,207.86,AAPL,7.41
2024-08-06,205.83,AAPL,7.46
2024-08-07,208.4,AAPL,7.42
2024-08-08,211.87,AAPL,7.42
2024-08-09,214.78,AAPL,7.36
2024-08-12,216.31,AAPL,7.11
2024-08-13,220.03,AAPL,7.05
2024-08-14,220.48,AAPL,7.04
2024-08-15,223.46,AAPL,7.06
2024-08-16,224.78,AAPL,7.06
2024-08-19,224.63,AAPL,7.02
2024-08-20,225.24,AAPL,6.97
2024-08-21,225.13,AAPL,6.72
2024-08-22,223.27,AAPL,6.65
2024-08-23,225.57,AAPL,6.53
2024-08-26,225.91,AAPL,6.17
2024-08-27,226.75,AAPL,5.79
2024-08-28,225.22,AAPL,5.7
2024-08-29,228.5,AAPL,5.91
2024-08-30,227.72,AAPL,6.06
2024-09-03,221.52,AAPL,6.05
2024-09-04,219.61,AAPL,6.01
2024-09-05,221.14,AAPL,6.0
2024-09-06,219.58,AAPL,5.95
2024-09-09,219.67,AAPL,5.92
2024-09-10,218.88,AAPL,5.89
2024-09-11,221.41,AAPL,5.87
2024-09-12,221.52,AAPL,5.87
2024-09-13,221.25,AAPL,5.84
2024-09-16,215.11,AAPL,5.91
2024-09-17,215.58,AAPL,5.5
2024-09-18,219.45,AAPL,4.74
2024-09-19,227.59,AAPL,4.24
2024-09-20,226.92,AAPL,3.91
2024-09-23,225.2,AAPL,3.68
2024-09-24,226.1,AAPL,3.54
2024-09-25,225.1,AAPL,3.52
2024-09-26,226.25,AAPL,3.53
2024-09-27,226.52,AAPL,3.58
2024-09-30,231.7,AAPL,3.88
2024-10-01,224.94,AAPL,3.88
2024-10-02,225.51,AAPL,3.89
2024-10-03,224.41,AAPL,3.88
2024-10-04,225.53,AAPL,3.89
2024-10-07,220.45,AAPL,3.92
2024-10-08,224.51,AAPL,3.9
2024-10-09,228.26,AAPL,3.95
2024-10-10,227.76,AAPL,4.02
2024-10-11,226.28,AAPL,3.94
2024-10-14,230.01,AAPL,4.05
2024-10-15,232.54,AAPL,4.34
2024-10-16,230.48,AAPL,4.42
2024-10-17,230.85,AAPL,4.53
2024-10-18,233.68,AAPL,4.72
2024-10-21,235.16,AAPL,4.94
2024-10-22,234.54,AAPL,5.03
2024-10-23,229.47,AAPL,4.98
2024-10-24,229.28,AAPL,4.92
2024-10-25,230.11,AAPL,4.85
2024-10-28,232.09,AAPL,4.39
2024-10-29,232.36,AAPL,3.85
2024-10-30,228.81,AAPL,3.48
2024-10-31,224.65,AAPL,3.55
2024-11-01,221.66,AAPL,3.74
2024-11-04,220.77,AAPL,3.95
2024-11-05,222.2,AAPL,4.07
2024-11-06,221.47,AAPL,4.21
2024-11-07,226.21,AAPL,4.21
2024-11-08,225.94,AAPL,4.22
2024-11-11,223.22,AAPL,4.22
2024-11-12,223.22,AAPL,4.27
2024-11-13,224.11,AAPL,4.3
2024-11-14,227.19,AAPL,4.26
2024-11-15,223.99,AAPL,4.3
2024-11-18,226.99,AAPL,4.1
2024-11-19,227.25,AAPL,4.05
2024-11-20,227.97,AAPL,4.05
2024-11-21,227.49,AAPL,4.05
2024-11-22,228.84,AAPL,4.05
2024-11-25,231.82,AAPL,4.1
2024-11-26,234.0,AAPL,4.16
2024-11-27,233.87,AAPL,4.28
2024-11-29,236.26,AAPL,4.52
2024-12-02,238.51,AAPL,4.8
2024-12-03,241.56,AAPL,5.23
2024-12-04,241.92,AAPL,5.68
2024-12-05,241.95,AAPL,6.17
2024-12-06,241.75,AAPL,6.58
2024-12-09,245.64,AAPL,7.2
2024-12-10,246.65,AAPL,7.81
2024-12-11,245.38,AAPL,8.26
2024-12-12,246.84,AAPL,8.73
2024-12-13,247.01,AAPL,9.06
2024-12-16,249.91,AAPL,9.37
2024-12-17,252.34,AAPL,9.68
2024-12-18,246.93,AAPL,9.66
2024-12-19,248.67,AAPL,9.6
2024-12-20,253.34,AAPL,9.91
2024-12-23,254.12,AAPL,10.15
2024-12-24,257.04,AAPL,10.34
2024-12-26,257.85,AAPL,10.44
2024-12-27,254.44,AAPL,10.29
2024-12-30,251.06,AAPL,10.09
2024-12-31,249.29,AAPL,9.57
2025-01-02,242.75,AAPL,9.09
2025-01-03,242.26,AAPL,8.56
2025-01-06,243.9,AAPL,8.02
2025-01-07,241.12,AAPL,7.38
2025-01-08,241.61,AAPL,6.77
2025-01-10,235.78,AAPL,6.53
2025-01-13,233.34,AAPL,6.57
2025-01-14,232.23,AAPL,6.68
2025-01-15,236.8,AAPL,6.65
2025-01-16,227.23,AAPL,7.34
2025-01-17,228.94,AAPL,7.88
2025-01-21,221.64,AAPL,8.92
2025-01-22,222.82,AAPL,9.72
2025-01-23,222.65,AAPL,10.42
2025-01-24,221.78,AAPL,11.08
2025-01-27,228.83,AAPL,11.29
2025-01-28,237.19,AAPL,11.28
2025-01-29,238.28,AAPL,11.24
2025-01-30,236.52,AAPL,11.2
2025-01-31,234.94,AAPL,11.09
2025-02-03,226.98,AAPL,11.07
2025-02-04,231.75,AAPL,11.04
2025-02-05,231.42,AAPL,10.95
2025-02-06,232.17,AAPL,10.6
2025-02-07,226.61,AAPL,10.27
2025-02-10,226.87,AAPL,9.62
2025-02-11,231.83,AAPL,8.65
2025-02-12,236.06,AAPL,7.79
2025-02-13,240.71,AAPL,7.2
2025-02-14,243.77,AAPL,6.85
2025-02-18,243.64,AAPL,6.89
2025-02-19,244.04,AAPL,6.98
2025-02-20,244.99,AAPL,7.04
2025-02-21,244.71,AAPL,7.2
2025-02-24,246.26,AAPL,7.43
2025-02-25,246.2,AAPL,7.76
2025-02-26,239.54,AAPL,7.83
2025-02-27,236.49,AAPL,7.83
2025-02-28,241.02,AAPL,7.91
2025-03-03,237.22,AAPL,7.8
2025-03-04,235.13,AAPL,7.72
2025-03-05,234.94,AAPL,7.29
2025-03-06,234.53,AAPL,6.89
2025-03-07,238.26,AAPL,6.43
2025-03-10,226.7,AAPL,6.1
2025-03-11,220.09,AAPL,6.67
2025-03-12,216.24,AAPL,7.6
2025-03-13,208.97,AAPL,9.0
2025-03-14,212.76,AAPL,9.83
2025-03-17,213.27,AAPL,10.52
2025-03-18,211.97,AAPL,11.16
2025-03-19,214.51,AAPL,11.64
2025-03-20,213.37,AAPL,12.13
2025-03-21,217.53,AAPL,12.39
2025-03-24,219.98,AAPL,12.53
2025-03-25,222.99,AAPL,12.59
2025-03-26,220.78,AAPL,12.71
2025-03-27,223.09,AAPL,12.73
2025-03-28,217.16,AAPL,12.76
2025-03-31,221.37,AAPL,12.52
2025-04-01,222.43,AAPL,12.21
2025-04-02,223.13,AAPL,11.83
2025-04-03,202.5,AAPL,12.12
2025-04-04,187.74,AAPL,13.4
2025-04-07,180.84,AAPL,14.82
2025-04-08,171.83,AAPL,16.63
2025-04-09,198.17,AAPL,16.57
2025-04-10,189.77,AAPL,16.92
2025-04-11,197.47,AAPL,16.56
2025-04-14,201.83,AAPL,16.14
2025-04-15,201.45,AAPL,15.73
2025-04-16,193.61,AAPL,15.48
2025-04-17,196.31,AAPL,15.03
2025-04-21,192.5,AAPL,14.32
2025-04-22,199.06,AAPL,13.96
2025-04-23,203.9,AAPL,13.75
2025-04-24,207.66,AAPL,13.63
2025-04-25,208.57,AAPL,13.62
2025-04-28,209.42,AAPL,13.58
2025-04-29,210.49,AAPL,13.54
2025-04-30,211.78,AAPL,13.54
2025-05-01,212.59,AAPL,13.5
2025-05-02,204.65,AAPL,13.43
2025-05-05,198.21,AAPL,13.31
2025-05-06,197.83,AAPL,13.06
2025-05-07,195.58,AAPL,12.66
2025-05-08,196.82,AAPL,12.28
2025-05-09,197.85,AAPL,11.67
2025-05-12,210.35,AAPL,11.43
2025-05-13,212.48,AAPL,11.0
2025-05-14,211.88,AAPL,10.46
2025-05-15,211.01,AAPL,9.78
2025-05-16,210.82,AAPL,9.96
2025-05-19,208.34,AAPL,9.74
2025-05-20,206.43,AAPL,8.96
2025-05-21,201.67,AAPL,6.88
2025-05-22,200.94,AAPL,6.82
2025-05-23,194.86,AAPL,6.53
2025-05-27,199.79,AAPL,6.47
2025-05-28,200.0,AAPL,6.5
2025-05-29,199.53,AAPL,6.53
2025-05-30,200.43,AAPL,6.28
2025-06-02,201.28,AAPL,6.15
2025-06-03,202.84,AAPL,5.76
2025-06-04,202.39,AAPL,5.69
2025-06-05,200.21,AAPL,5.74
2025-06-06,203.49,AAPL,5.71
2025-06-09,201.03,AAPL,5.67
2025-06-10,202.24,AAPL,5.57
2025-06-11,198.36,AAPL,5.5
2025-06-12,198.78,AAPL,5.3
2025-06-13,196.04,AAPL,5.1
2025-06-16,198.0,AAPL,5.14
2025-06-17,195.23,AAPL,5.24
2025-06-18,196.17,AAPL,5.29
2025-06-20,200.58,AAPL,5.17
2025-06-23,201.08,AAPL,5.08
2025-06-24,199.88,AAPL,5.03
2025-06-25,201.14,AAPL,4.79
2025-06-26,200.58,AAPL,4.36
2025-06-27,200.66,AAPL,3.9
2025-06-30,204.74,AAPL,3.5
2025-07-01,207.38,AAPL,3.2
2025-07-02,211.99,AAPL,3.55
2025-07-03,213.1,AAPL,4.08
2025-07-07,209.51,AAPL,4.35
2025-07-08,209.57,AAPL,4.6
2025-07-09,210.7,AAPL,4.7
2025-07-10,211.96,AAPL,5.0
2025-07-11,210.72,AAPL,5.18
2025-07-14,208.18,AAPL,5.22
2025-07-15,208.67,AAPL,5.28
2025-07-16,209.72,AAPL,5.38
2025-07-17,209.58,AAPL,5.48
2025-07-18,210.74,AAPL,5.6
2025-07-21,212.03,AAPL,5.72
2025-07-22,213.95,AAPL,5.95
2025-07-23,213.7,AAPL,6.1
2025-07-24,213.31,AAPL,6.23
2025-07-25,213.43,AAPL,6.21
2025-07-28,213.6,AAPL,6.18
2025-07-29,210.83,AAPL,5.87
2025-07-30,208.61,AAPL,5.6
2025-07-31,207.13,AAPL,5.08
2025-08-01,201.95,AAPL,4.71
2025-08-04,202.92,AAPL,4.59
2025-08-05,202.49,AAPL,4.52
2025-08-06,212.8,AAPL,4.29
2025-08-07,219.57,AAPL,4.46
2025-08-08,228.87,AAPL,5.41
2025-08-11,226.96,AAPL,5.88
2025-08-12,229.43,AAPL,6.62
2025-08-13,233.1,AAPL,7.58
2025-08-14,232.55,AAPL,8.37
2025-08-15,231.37,AAPL,8.97
2025-08-18,230.67,AAPL,9.41
2025-08-19,230.34,AAPL,9.76
2025-08-20,225.79,AAPL,9.88
2025-08-21,224.68,AAPL,9.97
2025-08-22,227.54,AAPL,10.1
2025-08-25,226.94,AAPL,10.1
2025-08-26,229.09,AAPL,10.15
2025-08-27,230.27,AAPL,10.24
2025-08-28,232.33,AAPL,10.35
2025-08-29,231.92,AAPL,10.42
2025-09-02,229.5,AAPL,10.42
2025-09-03,238.24,AAPL,10.77
2025-09-04,239.55,AAPL,11.11
2025-09-05,239.46,AAPL,11.36
2025-09-08,237.65,AAPL,11.46
2025-09-09,234.12,AAPL,11.4
2025-09-10,226.57,AAPL,11.07
2025-09-11,229.81,AAPL,10.61
2025-09-12,233.84,AAPL,10.04
2025-09-15,236.47,AAPL,8.94
2025-09-16,237.92,AAPL,7.69
2025-09-17,238.76,AAPL,5.92
2025-09-18,237.65,AAPL,4.96
2025-09-19,245.26,AAPL,5.01
2025-09-22,255.83,AAPL,6.52
2025-09-23,254.18,AAPL,7.42
2025-09-24,252.07,AAPL,8.02
2025-09-25,256.62,AAPL,8.92
2025-09-26,255.21,AAPL,9.56
2025-09-29,254.18,AAPL,10.02
2025-09-30,254.38,AAPL,10.4
2025-10-01,255.2,AAPL,10.74
2025-10-02,256.88,AAPL,10.92
2025-10-03,257.77,AAPL,10.98
2025-10-06,256.44,AAPL,11.01
2025-10-07,256.23,AAPL,10.91
2025-10-08,257.81,AAPL,10.9
2025-10-09,253.79,AAPL,10.72
2025-10-10,245.03,AAPL,10.45
2025-10-13,247.42,AAPL,10.15
2025-10-14,247.53,AAPL,9.67
2025-10-15,249.1,AAPL,9.56
2025-10-16,247.21,AAPL,9.46
2025-10-17,252.05,AAPL,9.39
2025-10-20,261.99,AAPL,9.57
2025-10-21,262.52,AAPL,9.53
2025-10-22,258.2,AAPL,8.65
2025-10-23,259.33,AAPL,7.89
2025-10-24,262.57,AAPL,7.44
2025-10-27,268.55,AAPL,7.4
2025-10-28,268.74,AAPL,7.34
2025-10-29,269.44,AAPL,7.24
2025-10-30,271.14,AAPL,7.0
2025-10-31,270.11,AAPL,7.1
2025-11-03,268.79,AAPL,7.4
2025-11-04,269.78,AAPL,7.69
2025-11-05,269.88,AAPL,7.89
2025-11-06,269.51,AAPL,8.11
2025-11-07,268.21,AAPL,8.24
2025-11-10,269.43,AAPL,8.36
2025-11-11,275.25,AAPL,8.72
2025-11-12,273.47,AAPL,8.94
2025-11-13,272.95,AAPL,9.14
2025-11-14,272.41,AAPL,9.29
2025-11-17,267.46,AAPL,9.26
2025-11-18,267.44,AAPL,9.21
2025-11-19,268.56,AAPL,9.2
2025-11-20,266.25,AAPL,9.03
2025-11-21,271.49,AAPL,8.38
2025-11-24,275.92,AAPL,7.93
2025-11-25,276.97,AAPL,7.39
2025-11-26,277.55,AAPL,6.84
2025-11-28,278.85,AAPL,5.94
2025-12-01,283.1,AAPL,5.62
2025-12-02,286.19,AAPL,6.16
2025-12-03,284.15,AAPL,6.43
2025-12-04,280.7,AAPL,6.15
2025-12-05,278.78,AAPL,5.76
2025-12-08,277.89,AAPL,5.5
2025-12-09,277.18,AAPL,5.47
2025-12-10,278.78,AAPL,5.47
2025-12-11,278.03,AAPL,5.45
2025-12-12,278.28,AAPL,5.47
2025-12-15,274.11,AAPL,5.4
2025-12-16,274.61,AAPL,5.29
2025-12-17,271.84,AAPL,5.24
2025-12-18,272.19,AAPL,5.18
2025-12-19,273.67,AAPL,5.09
2025-12-22,270.97,AAPL,4.98
2025-12-23,272.36,AAPL,4.89
2025-12-24,273.81,AAPL,4.9
2025-12-26,273.4,AAPL,4.9
2023-01-26,23032.78,BTC-USD,2585.76
2023-01-27,23078.73,BTC-USD,2623.07
2023-01-28,23031.09,BTC-USD,2642.95
2023-01-29,23774.57,BTC-USD,2676.74
2023-01-30,22840.14,BTC-USD,2647.75
2023-01-31,23139.28,BTC-USD,2615.24
2023-02-01,23723.77,BTC-USD,2588.88
2023-02-02,23471.87,BTC-USD,2530.01
2023-02-03,23449.32,BTC-USD,2458.44
2023-02-04,23331.85,BTC-USD,2358.38
2023-02-05,22955.67,BTC-USD,2230.73
2023-02-06,22760.11,BTC-USD,2071.83
2023-02-07,23264.29,BTC-USD,1901.76
2023-02-08,22939.4,BTC-USD,1692.9
2023-02-09,21819.04,BTC-USD,1453.31
2023-02-10,21651.18,BTC-USD,1215.74
2023-02-11,21870.88,BTC-USD,1030.65
2023-02-12,21788.2,BTC-USD,923.83
2023-02-13,21808.1,BTC-USD,888.6
2023-02-14,22220.8,BTC-USD,835.48
2023-02-15,24307.84,BTC-USD,851.19
2023-02-16,23623.47,BTC-USD,818.94
2023-02-17,24565.6,BTC-USD,787.63
2023-02-18,24641.28,BTC-USD,775.85
2023-02-19,24327.64,BTC-USD,810.04
2023-02-20,24829.15,BTC-USD,870.3
2023-02-21,24436.35,BTC-USD,898.93
2023-02-22,24188.84,BTC-USD,916.17
2023-02-23,23947.49,BTC-USD,918.6
2023-02-24,23198.13,BTC-USD,918.27
2023-02-25,23175.38,BTC-USD,917.38
2023-02-26,23561.21,BTC-USD,918.11
2023-02-27,23522.87,BTC-USD,917.75
2023-02-28,23147.35,BTC-USD,913.81
2023-03-01,23646.55,BTC-USD,912.18
2023-03-02,23475.47,BTC-USD,912.07
2023-03-03,22362.68,BTC-USD,925.13
2023-03-04,22353.35,BTC-USD,939.41
2023-03-05,22435.51,BTC-USD,949.76
2023-03-06,22429.76,BTC-USD,959.83
2023-03-07,22219.77,BTC-USD,974.92
2023-03-08,21718.08,BTC-USD,1007.34
2023-03-09,20363.02,BTC-USD,1124.99
2023-03-10,20187.24,BTC-USD,1238.23
2023-03-11,20632.41,BTC-USD,1292.62
2023-03-12,22163.95,BTC-USD,1279.02
2023-03-13,24197.53,BTC-USD,1284.68
2023-03-14,24746.07,BTC-USD,1303.23
2023-03-15,24375.96,BTC-USD,1301.07
2023-03-16,25052.79,BTC-USD,1332.43
2023-03-17,27423.93,BTC-USD,1524.46
2023-03-18,26965.88,BTC-USD,1660.11
2023-03-19,28038.68,BTC-USD,1849.04
2023-03-20,27767.24,BTC-USD,1992.69
2023-03-21,28175.82,BTC-USD,2152.21
2023-03-22,27307.44,BTC-USD,2237.95
2023-03-23,28333.97,BTC-USD,2378.45
2023-03-24,27493.29,BTC-USD,2460.81
2023-03-25,27494.71,BTC-USD,2534.98
2023-03-26,27994.33,BTC-USD,2615.31
2023-03-27,27139.89,BTC-USD,2649.9
2023-03-28,27268.13,BTC-USD,2687.99
2023-03-29,28348.44,BTC-USD,2759.72
2023-03-30,28033.56,BTC-USD,2800.15
